% Slashdot_small
% out_node	in_node	sign
9	958	1.0
9	959	-1.0
10	0	1.0
10	960	1.0
10	962	1.0
10	963	1.0
10	964	1.0
10	965	1.0
10	966	1.0
10	961	1.0
10	968	1.0
10	969	1.0
10	970	1.0
10	967	1.0
10	972	1.0
10	971	1.0
10	19	1.0
11	0	1.0
11	1025	1.0
11	1026	1.0
11	1027	1.0
11	1028	1.0
11	5	1.0
11	1030	1.0
11	1031	1.0
11	8	1.0
11	9	1.0
11	1034	1.0
11	87	1.0
11	1036	1.0
11	1037	1.0
11	1038	1.0
11	1039	1.0
11	1040	1.0
11	1041	1.0
11	1042	1.0
11	1043	1.0
11	1044	1.0
11	1045	1.0
11	1046	1.0
11	1047	1.0
11	1048	1.0
11	1049	1.0
11	1050	1.0
11	1051	1.0
11	1052	1.0
11	1053	1.0
11	1054	1.0
11	1029	1.0
11	1056	1.0
11	1057	1.0
11	1058	1.0
11	1059	1.0
11	1060	1.0
11	1061	1.0
11	1024	1.0
11	1063	1.0
11	1064	1.0
11	41	1.0
11	1066	1.0
11	1067	1.0
11	1068	1.0
11	1069	1.0
11	1070	1.0
11	47	1.0
11	48	1.0
11	1032	1.0
11	1074	1.0
11	1075	1.0
11	52	1.0
11	1077	1.0
11	1078	1.0
11	55	1.0
11	56	1.0
11	1081	1.0
11	58	1.0
11	59	1.0
11	1084	1.0
11	1085	1.0
11	1086	1.0
11	1076	1.0
11	1088	1.0
11	1089	1.0
11	66	1.0
11	67	1.0
11	1092	1.0
11	69	1.0
11	70	1.0
11	71	1.0
11	1096	1.0
11	1097	1.0
11	1098	1.0
11	75	1.0
11	76	1.0
11	1101	1.0
11	1102	1.0
11	79	1.0
11	1104	1.0
11	81	1.0
11	1106	1.0
11	83	1.0
11	1108	1.0
11	85	1.0
11	1110	1.0
11	599	1.0
11	88	1.0
11	1113	1.0
11	90	1.0
11	1115	1.0
11	92	1.0
11	1117	1.0
11	94	1.0
11	1119	1.0
11	1120	1.0
11	1121	1.0
11	1122	1.0
11	1123	1.0
11	1124	1.0
11	101	1.0
11	1126	1.0
11	103	1.0
11	616	1.0
11	1129	1.0
11	1130	1.0
11	1127	1.0
11	1132	1.0
11	1133	1.0
11	1134	1.0
11	1135	1.0
11	1136	1.0
11	1128	1.0
11	1138	1.0
11	1139	1.0
11	1140	1.0
11	1141	1.0
11	630	1.0
11	1143	1.0
11	120	1.0
11	1145	1.0
11	1146	1.0
11	1147	1.0
11	636	1.0
11	1149	1.0
11	1150	1.0
11	1151	1.0
11	1152	1.0
11	641	1.0
11	1154	1.0
11	1131	1.0
11	1156	1.0
11	1157	1.0
11	1158	1.0
11	1159	1.0
11	1160	1.0
11	1161	1.0
11	1162	1.0
11	1163	1.0
11	1164	1.0
11	1165	1.0
11	1166	1.0
11	1167	1.0
11	1168	1.0
11	657	1.0
11	1170	1.0
11	1171	1.0
11	660	1.0
11	149	1.0
11	1174	1.0
11	1175	1.0
11	1109	1.0
11	1177	1.0
11	1178	1.0
11	1179	1.0
11	1180	1.0
11	1181	1.0
11	1182	1.0
11	1183	1.0
11	1184	1.0
11	1185	1.0
11	1186	1.0
11	1187	1.0
11	1188	1.0
11	1189	1.0
11	1190	1.0
11	1137	1.0
11	1192	1.0
11	1193	1.0
11	1194	1.0
11	1195	1.0
11	1196	1.0
11	1197	1.0
11	1198	1.0
11	1199	1.0
11	1200	1.0
11	1201	1.0
11	1202	1.0
11	1203	1.0
11	1114	1.0
11	1205	1.0
11	1206	1.0
11	1207	1.0
11	1208	1.0
11	1209	1.0
11	1210	1.0
11	699	1.0
11	1212	1.0
11	1213	1.0
11	1214	1.0
11	1215	1.0
11	1216	1.0
11	1217	1.0
11	1218	1.0
11	1219	1.0
11	1220	1.0
11	1142	1.0
11	1222	1.0
11	1223	1.0
11	1224	1.0
11	1225	1.0
11	1226	1.0
11	1227	1.0
11	1228	1.0
11	1229	1.0
11	1230	1.0
11	1231	1.0
11	1112	1.0
11	1144	1.0
11	1234	1.0
11	1235	1.0
11	1236	1.0
11	1237	1.0
11	1238	1.0
11	1239	1.0
11	1240	1.0
11	1241	1.0
11	1242	1.0
11	1243	1.0
11	1244	-1.0
11	1211	1.0
11	737	1.0
11	1062	1.0
11	1233	1.0
11	1148	1.0
11	1116	1.0
11	758	1.0
11	1065	1.0
11	769	1.0
11	1153	1.0
11	1155	1.0
11	1071	1.0
11	1107	1.0
11	1072	1.0
11	1073	1.0
11	811	1.0
11	1118	1.0
11	813	1.0
11	1033	1.0
11	824	1.0
11	313	1.0
11	832	1.0
11	1221	1.0
11	1204	1.0
11	1079	1.0
11	846	1.0
11	847	1.0
11	1080	1.0
11	860	1.0
11	1082	1.0
11	862	1.0
11	1083	1.0
11	1169	1.0
11	873	1.0
11	1103	1.0
11	876	1.0
11	1035	1.0
11	1172	1.0
11	1087	1.0
11	661	1.0
11	907	1.0
11	1090	1.0
11	1176	1.0
11	1091	1.0
11	919	1.0
11	1093	1.0
11	1173	1.0
11	929	1.0
11	1094	1.0
11	1105	1.0
11	1095	1.0
11	1232	1.0
11	1125	1.0
11	1191	1.0
11	1099	1.0
11	1111	1.0
11	1055	1.0
11	1100	1.0
11	973	1.0
11	974	1.0
11	975	1.0
11	976	1.0
11	977	1.0
11	978	1.0
11	979	1.0
11	980	1.0
11	981	1.0
11	982	1.0
11	983	1.0
11	984	1.0
11	985	1.0
11	986	1.0
11	987	1.0
11	988	1.0
11	989	1.0
11	990	1.0
11	991	1.0
11	992	1.0
11	993	1.0
11	994	1.0
11	995	1.0
11	996	1.0
11	997	1.0
11	998	1.0
11	999	1.0
11	1000	1.0
11	1001	1.0
11	1002	1.0
11	1003	1.0
11	1004	1.0
11	1005	1.0
11	1006	1.0
11	1007	1.0
11	1008	1.0
11	1009	1.0
11	1010	1.0
11	1011	1.0
11	1012	1.0
11	1013	1.0
11	1014	1.0
11	1015	1.0
11	1016	1.0
11	1017	1.0
11	1018	1.0
11	1019	1.0
11	1020	1.0
11	1021	1.0
11	1022	1.0
11	1023	1.0
13	1248	1.0
13	1249	1.0
13	1250	1.0
13	1251	1.0
13	1252	1.0
13	1253	1.0
13	1254	1.0
13	1255	1.0
13	1256	1.0
13	1257	1.0
13	1258	1.0
13	531	1.0
13	1245	1.0
13	1246	1.0
13	1247	1.0
14	0	1.0
14	1280	1.0
14	1282	1.0
14	1283	1.0
14	1284	1.0
14	1285	1.0
14	1286	1.0
14	1281	1.0
14	8	1.0
14	1289	1.0
14	1290	1.0
14	1287	1.0
14	1292	1.0
14	1293	1.0
14	1294	1.0
14	1295	1.0
14	1296	1.0
14	17	1.0
14	1298	1.0
14	1299	1.0
14	1300	1.0
14	1301	1.0
14	1302	1.0
14	1303	1.0
14	1304	1.0
14	1305	-1.0
14	1306	-1.0
14	1199	1.0
14	1308	-1.0
14	29	-1.0
14	1310	-1.0
14	1311	-1.0
14	1312	-1.0
14	1313	-1.0
14	1314	-1.0
14	1307	-1.0
14	806	-1.0
14	43	1.0
14	47	1.0
14	1072	-1.0
14	1288	1.0
14	55	1.0
14	58	1.0
14	59	1.0
14	60	1.0
14	1291	1.0
14	80	1.0
14	1272	1.0
14	94	1.0
14	1309	-1.0
14	1297	1.0
14	636	1.0
14	1259	1.0
14	1260	1.0
14	1261	1.0
14	1262	1.0
14	1263	1.0
14	1264	1.0
14	1265	1.0
14	1266	1.0
14	1267	1.0
14	1268	1.0
14	1269	1.0
14	1270	1.0
14	1271	1.0
14	760	1.0
14	1273	1.0
14	1274	1.0
14	1275	1.0
14	1276	1.0
14	1277	1.0
14	1278	1.0
14	1279	1.0
15	1315	1.0
15	757	1.0
16	0	1.0
16	1024	1.0
16	1415	1.0
16	1374	1.0
16	1409	1.0
16	87	1.0
16	780	1.0
16	530	1.0
16	1373	1.0
16	1307	1.0
16	1072	1.0
16	1316	1.0
16	1317	1.0
16	1318	1.0
16	1319	1.0
16	1320	1.0
16	1321	1.0
16	1322	1.0
16	1323	1.0
16	1324	1.0
16	1325	1.0
16	1326	1.0
16	1327	1.0
16	1328	1.0
16	1329	1.0
16	1330	1.0
16	1331	1.0
16	1332	1.0
16	1333	1.0
16	1334	1.0
16	1079	1.0
16	1336	1.0
16	1337	1.0
16	58	1.0
16	1339	1.0
16	1340	1.0
16	1341	1.0
16	1342	1.0
16	1343	1.0
16	1088	1.0
16	1345	1.0
16	1346	1.0
16	1347	1.0
16	1348	1.0
16	1349	1.0
16	1350	1.0
16	1351	1.0
16	1352	1.0
16	1353	1.0
16	1354	1.0
16	1335	1.0
16	1356	1.0
16	1357	1.0
16	1358	1.0
16	1359	1.0
16	1360	1.0
16	1361	1.0
16	1362	1.0
16	1363	1.0
16	1364	1.0
16	1365	1.0
16	1366	1.0
16	1367	1.0
16	1368	1.0
16	1369	1.0
16	1370	1.0
16	1371	1.0
16	1372	1.0
16	1117	1.0
16	1118	1.0
16	1253	-1.0
16	1376	1.0
16	1377	1.0
16	866	1.0
16	1379	1.0
16	100	1.0
16	1381	1.0
16	1382	1.0
16	1383	1.0
16	1384	1.0
16	1385	1.0
16	1386	1.0
16	1387	1.0
16	1388	1.0
16	1133	1.0
16	1390	1.0
16	1391	1.0
16	1392	1.0
16	1393	1.0
16	1394	1.0
16	1395	1.0
16	1396	1.0
16	1397	1.0
16	1398	1.0
16	1399	1.0
16	1400	1.0
16	1401	1.0
16	1402	1.0
16	1403	1.0
16	1404	1.0
16	1405	1.0
16	1406	1.0
16	1407	1.0
16	1408	1.0
16	641	1.0
16	1410	1.0
16	1411	1.0
16	1412	1.0
16	1413	1.0
16	1414	1.0
16	1159	1.0
16	1416	1.0
16	1417	1.0
16	906	-1.0
16	1419	1.0
16	1420	1.0
16	1165	1.0
16	1422	1.0
16	911	1.0
16	1424	1.0
16	1425	1.0
16	658	1.0
16	1427	1.0
16	1428	1.0
16	1429	1.0
16	1174	1.0
16	1431	-1.0
16	1432	-1.0
16	1433	-1.0
16	1434	-1.0
16	1435	-1.0
16	1375	1.0
16	1437	-1.0
16	1438	-1.0
16	159	1.0
16	1440	-1.0
16	1441	-1.0
16	1426	1.0
16	1378	1.0
16	1344	1.0
16	1421	1.0
16	1439	-1.0
16	1213	1.0
16	1355	1.0
16	1220	1.0
16	1423	1.0
16	1436	-1.0
16	1418	1.0
16	1430	-1.0
16	1250	1.0
16	997	1.0
16	1380	1.0
16	1268	-1.0
16	245	1.0
16	1389	1.0
16	1338	1.0
16	510	1.0
17	0	1.0
17	3	1.0
17	8	1.0
17	9	1.0
17	140	1.0
17	142	1.0
17	143	1.0
17	144	1.0
17	145	1.0
17	146	1.0
17	147	1.0
17	98	1.0
17	36	1.0
17	108	1.0
17	47	1.0
17	48	1.0
17	114	1.0
17	54	1.0
17	55	1.0
17	56	1.0
17	57	1.0
17	58	1.0
17	60	1.0
18	0	1.0
18	128	1.0
18	130	1.0
18	1443	1.0
18	1444	1.0
18	134	1.0
18	833	1.0
18	8	1.0
18	9	1.0
18	1442	1.0
18	142	1.0
18	47	1.0
18	818	1.0
18	52	1.0
18	55	1.0
19	0	1.0
19	962	1.0
19	963	1.0
19	964	1.0
19	967	1.0
19	968	1.0
19	969	1.0
19	10	1.0
19	972	1.0
19	22	1.0
19	801	1.0
19	1445	1.0
19	1446	1.0
19	1447	1.0
19	1448	1.0
19	1449	1.0
19	1450	1.0
19	1451	1.0
19	1452	1.0
19	1453	1.0
19	1454	1.0
19	1455	1.0
19	1456	1.0
19	1457	1.0
19	1458	1.0
19	1459	1.0
19	1460	1.0
19	1461	-1.0
19	636	1.0
21	0	1.0
21	1496	-1.0
21	17	1.0
21	1498	-1.0
21	1463	1.0
21	47	1.0
21	50	-1.0
21	52	1.0
21	1462	1.0
21	55	1.0
21	1464	1.0
21	1465	1.0
21	1466	1.0
21	59	1.0
21	60	1.0
21	1469	-1.0
21	1470	-1.0
21	1471	-1.0
21	1472	-1.0
21	1473	-1.0
21	1474	-1.0
21	1475	-1.0
21	1476	-1.0
21	1477	-1.0
21	1478	-1.0
21	1479	-1.0
21	1480	-1.0
21	1481	-1.0
21	1482	-1.0
21	1483	-1.0
21	1484	-1.0
21	1485	-1.0
21	1486	-1.0
21	1487	-1.0
21	1488	-1.0
21	1489	-1.0
21	1490	-1.0
21	1491	-1.0
21	1492	-1.0
21	1493	-1.0
21	1494	-1.0
21	1495	-1.0
21	1368	1.0
21	1497	-1.0
21	90	1.0
21	1499	-1.0
21	1500	-1.0
21	58	1.0
21	94	1.0
21	1467	1.0
21	1468	1.0
21	758	-1.0
22	1233	1.0
22	1501	1.0
22	1502	1.0
23	1503	1.0
24	1504	1.0
24	1505	1.0
24	1506	-1.0
25	4096	-1.0
25	4865	1.0
25	4098	1.0
25	3115	-1.0
25	7940	-1.0
25	8371	1.0
25	3078	-1.0
25	7687	-1.0
25	8364	1.0
25	3883	-1.0
25	8386	-1.0
25	1934	1.0
25	1167	-1.0
25	2832	-1.0
25	4370	-1.0
25	8387	-1.0
25	8366	1.0
25	7704	1.0
25	8388	-1.0
25	8376	-1.0
25	8365	1.0
25	8389	-1.0
25	4387	1.0
25	5766	-1.0
25	3110	-1.0
25	168	1.0
25	8383	-1.0
25	2731	1.0
25	1964	1.0
25	2477	-1.0
25	686	-1.0
25	8367	1.0
25	8368	1.0
25	8369	1.0
25	8370	1.0
25	1075	1.0
25	8372	1.0
25	1118	-1.0
25	2358	-1.0
25	5431	-1.0
25	3640	-1.0
25	8377	-1.0
25	8378	-1.0
25	1723	-1.0
25	8380	-1.0
25	8381	-1.0
25	8382	-1.0
25	1589	-1.0
25	8384	-1.0
25	2497	1.0
25	6850	-1.0
25	1731	-1.0
25	1220	-1.0
25	3781	1.0
25	8390	-1.0
25	737	-1.0
25	1528	1.0
25	8393	-1.0
25	8375	-1.0
25	8373	1.0
25	2127	-1.0
25	1872	-1.0
25	2488	1.0
25	1881	1.0
25	90	-1.0
25	79	-1.0
25	8391	-1.0
25	94	-1.0
25	3295	-1.0
25	1121	1.0
25	1762	-1.0
25	8379	-1.0
25	8374	-1.0
25	6881	1.0
25	8385	-1.0
25	3052	-1.0
25	1005	-1.0
25	3313	-1.0
25	6495	1.0
25	1140	-1.0
25	760	-1.0
25	633	1.0
25	3323	-1.0
25	8392	-1.0
25	639	1.0
26	0	-1.0
26	8394	-1.0
28	8395	-1.0
29	1152	1.0
29	1793	1.0
29	2434	1.0
29	1668	1.0
29	1921	1.0
29	1928	1.0
29	1929	1.0
29	6796	1.0
29	4098	1.0
29	8408	1.0
29	1042	1.0
29	5651	1.0
29	8409	1.0
29	25	1.0
29	1819	1.0
29	2973	1.0
29	1310	1.0
29	176	1.0
29	8405	1.0
29	4891	1.0
29	6683	1.0
29	679	1.0
29	8402	1.0
29	937	1.0
29	170	1.0
29	6955	1.0
29	5789	1.0
29	2205	1.0
29	6771	1.0
29	949	1.0
29	8411	1.0
29	5049	1.0
29	3491	1.0
29	70	1.0
29	8396	1.0
29	8397	1.0
29	8398	1.0
29	79	1.0
29	1872	1.0
29	8401	1.0
29	3666	1.0
29	83	1.0
29	8404	1.0
29	1877	1.0
29	8406	1.0
29	8407	1.0
29	5464	1.0
29	8281	1.0
29	8410	1.0
29	8399	1.0
29	8412	1.0
29	2013	1.0
29	3423	1.0
29	6112	1.0
29	8400	1.0
29	1382	1.0
29	8403	1.0
29	1896	1.0
29	5244	1.0
29	1447	1.0
29	530	1.0
29	6000	1.0
29	8413	1.0
29	5363	1.0
29	1268	1.0
29	7721	1.0
29	1273	1.0
29	6012	1.0
29	6015	1.0
30	32	1.0
30	33	1.0
30	34	1.0
30	35	1.0
30	36	1.0
30	37	1.0
30	38	1.0
30	39	1.0
30	8	1.0
30	41	1.0
30	42	1.0
30	43	1.0
30	44	1.0
30	45	1.0
30	46	1.0
30	40	1.0
30	31	1.0
32	33	1.0
32	626	1.0
32	707	1.0
32	756	1.0
32	1140	1.0
32	41	1.0
32	3882	1.0
32	8415	1.0
32	44	1.0
32	8414	1.0
32	31	1.0
35	192	1.0
35	193	1.0
35	194	1.0
35	195	1.0
35	196	1.0
35	197	1.0
35	9	1.0
35	55	1.0
35	17	1.0
35	30	1.0
35	98	1.0
35	60	1.0
35	47	1.0
35	180	1.0
35	181	1.0
35	182	1.0
35	183	1.0
35	184	1.0
35	185	1.0
35	186	1.0
35	187	1.0
35	188	1.0
35	189	1.0
35	190	1.0
35	191	1.0
36	0	1.0
36	7055	1.0
36	7057	1.0
36	842	1.0
36	7052	1.0
36	7053	1.0
36	7054	1.0
36	143	1.0
36	7056	1.0
36	17	1.0
36	7058	1.0
36	147	1.0
36	55	1.0
36	47	1.0
36	7059	1.0
36	30	1.0
37	8416	1.0
37	8417	1.0
37	8418	1.0
37	8419	1.0
37	8420	1.0
37	8421	1.0
37	8422	-1.0
37	4391	1.0
37	5480	1.0
37	1417	-1.0
37	179	-1.0
37	3871	1.0
37	476	1.0
37	4094	-1.0
37	191	1.0
38	2057	1.0
38	761	-1.0
38	5986	-1.0
38	80	1.0
38	4206	1.0
38	599	1.0
38	5912	1.0
38	8414	1.0
38	3229	1.0
38	30	1.0
38	31	1.0
38	32	1.0
38	33	1.0
38	4258	1.0
38	8423	1.0
38	8424	1.0
38	41	1.0
38	42	1.0
38	172	1.0
38	750	1.0
38	733	1.0
38	2356	1.0
38	6005	1.0
38	1140	1.0
38	1274	1.0
38	191	1.0
38	636	1.0
38	3882	1.0
38	2943	1.0
42	8425	1.0
42	3882	1.0
42	38	1.0
42	30	1.0
43	0	1.0
43	17	1.0
43	3	1.0
43	51	1.0
43	48	1.0
43	8	1.0
43	58	1.0
43	55	1.0
43	140	1.0
43	47	1.0
45	8433	-1.0
45	4212	1.0
45	34	1.0
45	7411	1.0
45	40	1.0
45	41	1.0
45	8426	1.0
45	8427	1.0
45	8428	1.0
45	8429	1.0
45	8430	1.0
45	8431	1.0
45	8432	1.0
45	2097	1.0
45	2099	1.0
45	2964	1.0
45	7700	1.0
45	3035	1.0
45	30	1.0
45	7711	1.0
46	32	1.0
46	770	1.0
46	38	1.0
46	41	1.0
46	42	1.0
46	172	1.0
46	7821	-1.0
46	750	1.0
46	44	1.0
46	3217	1.0
46	8434	1.0
46	8435	1.0
46	8436	1.0
46	6005	1.0
46	636	1.0
46	3882	1.0
46	30	1.0
46	31	1.0
47	3	1.0
47	49	1.0
47	8	1.0
47	48	1.0
47	17	1.0
47	50	1.0
47	51	1.0
47	52	1.0
47	53	1.0
47	54	1.0
47	55	1.0
47	56	1.0
47	57	1.0
47	58	1.0
48	8	1.0
48	9	1.0
48	114	1.0
48	47	1.0
49	80	1.0
49	98	1.0
49	134	1.0
49	8	1.0
49	41	1.0
49	55	1.0
49	808	1.0
49	47	1.0
49	48	1.0
49	17	1.0
49	820	1.0
49	118	1.0
49	9	1.0
50	7681	-1.0
50	6913	-1.0
50	4108	-1.0
50	4109	-1.0
50	526	-1.0
50	5651	-1.0
50	2585	-1.0
50	3004	-1.0
50	6683	-1.0
50	29	-1.0
50	1064	-1.0
50	7721	-1.0
50	1066	-1.0
50	7725	-1.0
50	5169	-1.0
50	7731	-1.0
50	7735	-1.0
50	7737	-1.0
50	7226	-1.0
50	2619	-1.0
50	62	-1.0
50	2624	-1.0
50	7745	-1.0
50	2631	-1.0
50	6208	-1.0
50	74	-1.0
50	1463	-1.0
50	2637	-1.0
50	2127	-1.0
50	2640	-1.0
50	4691	-1.0
50	4692	-1.0
50	4110	-1.0
50	2655	-1.0
50	2659	-1.0
50	5052	-1.0
50	2919	-1.0
50	2670	-1.0
50	3005	-1.0
50	6771	-1.0
50	2676	-1.0
50	3006	-1.0
50	125	-1.0
50	2695	-1.0
50	6796	-1.0
50	8557	-1.0
50	8338	-1.0
50	5781	-1.0
50	10903	-1.0
50	1176	-1.0
50	6811	-1.0
50	668	-1.0
50	6813	-1.0
