% wiki_small
% out_node	in_node	sign
10	571	1.0
10	189	1.0
10	574	1.0
10	704	1.0
10	961	-1.0
10	322	-1.0
10	97	-1.0
10	328	1.0
10	713	1.0
10	1227	-1.0
10	76	1.0
10	464	1.0
10	597	1.0
10	599	1.0
10	857	-1.0
10	527	1.0
10	220	1.0
10	37	1.0
10	1119	-1.0
10	353	1.0
10	100	1.0
10	1004	1.0
10	239	1.0
10	497	-1.0
10	147	1.0
10	119	-1.0
10	504	1.0
10	379	1.0
11	1024	1.0
11	1	1.0
11	3074	1.0
11	3	1.0
11	5	1.0
11	4097	1.0
11	8	1.0
11	4618	1.0
11	12	1.0
11	525	1.0
11	526	1.0
11	1551	1.0
11	529	1.0
11	1043	1.0
11	535	1.0
11	538	1.0
11	27	1.0
11	1566	1.0
11	4127	1.0
11	544	1.0
11	545	1.0
11	35	-1.0
11	36	1.0
11	551	1.0
11	40	1.0
11	1031	1.0
11	2341	1.0
11	1582	1.0
11	1587	1.0
11	564	1.0
11	566	1.0
11	1592	1.0
11	57	1.0
11	1594	1.0
11	571	1.0
11	60	1.0
11	574	1.0
11	576	1.0
11	2114	1.0
11	579	1.0
11	68	-1.0
11	4680	1.0
11	4108	1.0
11	586	1.0
11	76	1.0
11	1615	1.0
11	80	1.0
11	4195	1.0
11	4692	-1.0
11	597	1.0
11	1622	1.0
11	599	1.0
11	600	1.0
11	89	1.0
11	604	1.0
11	1119	1.0
11	97	1.0
11	610	1.0
11	1123	1.0
11	1636	1.0
11	104	1.0
11	1643	-1.0
11	109	1.0
11	111	1.0
11	515	1.0
11	2323	1.0
11	1141	-1.0
11	1215	1.0
11	1148	-1.0
11	126	1.0
11	2178	1.0
11	1155	1.0
11	1157	1.0
11	364	1.0
11	654	1.0
11	4241	1.0
11	146	1.0
11	147	1.0
11	366	1.0
11	662	1.0
11	152	1.0
11	153	1.0
11	156	1.0
11	1698	1.0
11	1699	-1.0
11	165	-1.0
11	1190	1.0
11	167	1.0
11	3248	-1.0
11	690	1.0
11	1203	-1.0
11	186	1.0
11	3260	1.0
11	189	1.0
11	191	1.0
11	2753	-1.0
11	724	1.0
11	713	1.0
11	203	1.0
11	4302	1.0
11	212	1.0
11	1388	1.0
11	220	1.0
11	1245	1.0
11	2782	-1.0
11	293	-1.0
11	1659	1.0
11	1593	1.0
11	742	1.0
11	2794	-1.0
11	3307	1.0
11	236	1.0
11	750	1.0
11	239	1.0
11	1778	1.0
11	2292	1.0
11	1271	1.0
11	1492	-1.0
11	2299	1.0
11	1790	1.0
11	1795	1.0
11	2821	1.0
11	162	1.0
11	629	1.0
11	781	1.0
11	274	-1.0
11	1299	1.0
11	3845	1.0
11	3862	1.0
11	279	-1.0
11	2328	-1.0
11	281	1.0
11	2334	1.0
11	287	1.0
11	805	1.0
11	1756	1.0
11	810	1.0
11	305	1.0
11	312	1.0
11	825	1.0
11	316	1.0
11	317	-1.0
11	2016	-1.0
11	322	1.0
11	328	1.0
11	62	1.0
11	1870	1.0
11	2104	1.0
11	569	1.0
11	1368	-1.0
11	857	1.0
11	4444	1.0
11	353	1.0
11	998	1.0
11	870	1.0
11	361	1.0
11	2924	-1.0
11	365	1.0
11	4888	1.0
11	885	-1.0
11	375	1.0
11	217	1.0
11	2428	1.0
11	234	1.0
11	387	1.0
11	399	-1.0
11	915	1.0
11	404	1.0
11	2453	1.0
11	2459	-1.0
11	414	1.0
11	928	1.0
11	931	1.0
11	1454	1.0
11	2994	1.0
11	439	1.0
11	1012	1.0
11	956	1.0
11	446	-1.0
11	1472	1.0
11	961	1.0
11	963	1.0
11	1038	1.0
11	1997	1.0
11	975	1.0
11	464	1.0
11	2004	1.0
11	4687	1.0
11	2015	-1.0
11	1504	1.0
11	1616	1.0
11	732	1.0
11	3238	-1.0
11	486	1.0
11	357	1.0
11	3049	1.0
11	2546	1.0
11	500	1.0
11	504	1.0
11	1017	-1.0
11	2556	1.0
12	1	1.0
12	3	1.0
12	5	1.0
12	134	1.0
12	8	1.0
12	9	1.0
12	535	1.0
12	781	-1.0
12	526	1.0
12	399	1.0
12	147	1.0
12	279	1.0
12	156	1.0
12	387	1.0
12	1183	-1.0
12	393	-1.0
12	36	1.0
12	805	1.0
12	220	1.0
12	1351	-1.0
12	690	1.0
12	1203	1.0
12	317	1.0
12	215	1.0
12	4489	-1.0
12	189	1.0
12	830	-1.0
12	704	1.0
12	705	1.0
12	322	1.0
12	11	1.0
12	327	1.0
12	328	1.0
12	713	1.0
12	1227	-1.0
12	76	1.0
12	1004	1.0
12	464	1.0
12	212	-1.0
12	597	1.0
12	599	1.0
12	600	1.0
12	217	-1.0
12	527	1.0
12	732	1.0
12	1119	1.0
12	1248	1.0
12	353	1.0
12	100	1.0
12	165	1.0
12	1276	-1.0
12	236	1.0
12	109	-1.0
12	239	-1.0
12	515	1.0
12	497	-1.0
12	579	1.0
12	659	-1.0
12	629	1.0
12	504	1.0
12	379	1.0
12	1148	1.0
13	704	1.0
13	1	1.0
13	322	1.0
13	1287	-1.0
13	328	1.0
13	9	1.0
13	545	-1.0
13	203	1.0
13	76	1.0
13	2061	-1.0
13	239	1.0
13	2104	1.0
13	274	-1.0
13	1017	-1.0
13	870	1.0
13	281	-1.0
13	152	1.0
13	857	1.0
13	347	1.0
13	220	1.0
13	287	1.0
13	353	1.0
13	2085	-1.0
13	742	1.0
13	2279	-1.0
13	2026	-1.0
13	236	1.0
13	1389	1.0
13	1454	1.0
13	111	1.0
13	2546	-1.0
13	500	1.0
13	629	1.0
13	1528	1.0
13	364	1.0
13	317	1.0
13	1388	-1.0
14	1024	1.0
14	1	1.0
14	3074	1.0
14	517	1.0
14	11	1.0
14	526	1.0
14	1551	1.0
14	529	1.0
14	18	1.0
14	1454	1.0
14	545	1.0
14	859	1.0
14	37	1.0
14	5670	1.0
14	551	1.0
14	3112	1.0
14	41	1.0
14	4653	1.0
14	1582	1.0
14	349	1.0
14	560	1.0
14	436	1.0
14	574	1.0
14	576	1.0
14	579	1.0
14	68	1.0
14	1095	1.0
14	2828	1.0
14	610	1.0
14	5198	1.0
14	1615	1.0
14	1616	1.0
14	3668	1.0
14	1622	1.0
14	599	1.0
14	600	1.0
14	601	1.0
14	2138	1.0
14	527	1.0
14	604	1.0
14	1119	1.0
14	3682	-1.0
14	1123	1.0
14	100	1.0
14	2150	1.0
14	105	1.0
14	1643	1.0
14	1627	1.0
14	109	-1.0
14	5230	1.0
14	111	1.0
14	627	1.0
14	629	1.0
14	119	-1.0
14	2135	1.0
14	2683	1.0
14	1151	1.0
14	134	1.0
14	135	1.0
14	2697	1.0
14	1162	1.0
14	2238	1.0
14	146	1.0
14	147	1.0
14	662	1.0
14	2224	1.0
14	3235	1.0
14	3238	1.0
14	500	1.0
14	1198	1.0
14	176	1.0
14	690	1.0
14	188	1.0
14	190	1.0
14	1215	1.0
14	2240	1.0
14	2242	1.0
14	1226	-1.0
14	2256	1.0
14	725	1.0
14	3286	1.0
14	1751	1.0
14	220	1.0
14	4218	1.0
14	2782	1.0
14	226	1.0
14	1659	1.0
14	234	1.0
14	3307	-1.0
14	236	1.0
14	239	1.0
14	1778	1.0
14	1269	1.0
14	760	1.0
14	2810	1.0
14	1679	1.0
14	256	1.0
14	260	-1.0
14	2821	-1.0
14	215	1.0
14	268	1.0
14	3346	1.0
14	1299	1.0
14	279	1.0
14	1818	1.0
14	285	1.0
14	1822	-1.0
14	287	1.0
14	1312	1.0
14	803	1.0
14	293	1.0
14	807	1.0
14	1756	1.0
14	300	1.0
14	3379	1.0
14	312	1.0
14	825	1.0
14	316	1.0
14	317	-1.0
14	1863	-1.0
14	328	1.0
14	332	1.0
14	1870	1.0
14	2895	1.0
14	4408	1.0
14	1593	1.0
14	344	1.0
14	345	1.0
14	2907	1.0
14	1885	1.0
14	870	1.0
14	828	1.0
14	365	1.0
14	3901	-1.0
14	880	1.0
14	3958	-1.0
14	375	1.0
14	379	1.0
14	387	1.0
14	3218	1.0
14	1416	1.0
14	1417	1.0
14	2956	1.0
14	399	1.0
14	2448	-1.0
14	2964	-1.0
14	2970	1.0
14	2459	1.0
14	1436	1.0
14	413	1.0
14	414	1.0
14	1439	1.0
14	5540	1.0
14	2475	1.0
14	2990	1.0
14	433	1.0
14	2482	1.0
14	2996	1.0
14	949	1.0
14	950	1.0
14	4024	-1.0
14	441	1.0
14	956	1.0
14	1472	1.0
14	961	1.0
14	963	1.0
14	4038	-1.0
14	2380	-1.0
14	1484	-1.0
14	3023	1.0
14	464	1.0
14	2004	1.0
14	846	1.0
14	2520	1.0
14	5594	-1.0
14	996	1.0
14	2023	1.0
14	1004	1.0
14	497	1.0
14	1012	1.0
14	2284	-1.0
14	504	1.0
14	1620	-1.0
14	3066	1.0
14	2556	1.0
14	1534	-1.0
15	1	1.0
15	3	1.0
15	5	-1.0
15	134	1.0
15	1217	-1.0
15	8	1.0
15	9	1.0
15	11	1.0
15	526	1.0
15	399	1.0
15	147	1.0
15	660	1.0
15	279	1.0
15	792	-1.0
15	387	1.0
15	414	1.0
15	36	1.0
15	165	1.0
15	220	1.0
15	135	1.0
15	45	1.0
15	215	1.0
15	571	-1.0
15	830	-1.0
15	705	1.0
15	327	1.0
15	328	1.0
15	713	1.0
15	1004	1.0
15	464	1.0
15	723	-1.0
15	212	-1.0
15	301	1.0
15	599	1.0
15	527	1.0
15	732	1.0
15	1119	1.0
15	97	-1.0
15	100	1.0
15	574	1.0
15	236	1.0
15	109	-1.0
15	239	1.0
15	515	1.0
15	497	1.0
15	629	1.0
15	504	1.0
15	597	1.0
16	1	1.0
16	3	1.0
16	5	1.0
16	134	1.0
16	1217	-1.0
16	1004	1.0
16	11	1.0
16	526	1.0
16	301	1.0
16	387	1.0
16	279	1.0
16	792	-1.0
16	156	1.0
16	414	1.0
16	35	-1.0
16	805	1.0
16	220	1.0
16	45	1.0
16	690	1.0
16	317	1.0
16	215	1.0
16	705	1.0
16	571	1.0
16	189	1.0
16	574	1.0
16	704	1.0
16	961	1.0
16	322	1.0
16	579	1.0
16	327	1.0
16	328	1.0
16	713	1.0
16	76	1.0
16	464	1.0
16	723	-1.0
16	212	1.0
16	597	1.0
16	599	1.0
16	732	1.0
16	1119	1.0
16	353	1.0
16	236	1.0
16	239	1.0
16	147	1.0
16	629	1.0
16	119	1.0
16	504	1.0
16	379	1.0
17	1	1.0
17	515	1.0
17	5	1.0
17	135	1.0
17	8	1.0
17	9	1.0
17	76	1.0
17	781	-1.0
17	526	1.0
17	399	1.0
17	147	1.0
17	597	1.0
17	279	1.0
17	857	1.0
17	527	-1.0
17	387	1.0
17	414	1.0
17	3	1.0
17	97	-1.0
17	36	1.0
17	165	-1.0
17	497	-1.0
17	327	1.0
17	1004	1.0
17	109	-1.0
17	239	1.0
17	328	1.0
17	723	-1.0
17	236	1.0
17	504	1.0
17	571	-1.0
17	574	1.0
18	2048	1.0
18	1	1.0
18	3499	1.0
18	3082	1.0
18	525	1.0
18	3087	1.0
18	3601	1.0
18	3095	1.0
18	1561	1.0
18	3610	1.0
18	4637	1.0
18	37	1.0
18	3112	1.0
18	1579	1.0
18	2994	1.0
18	560	1.0
18	2097	-1.0
18	564	1.0
18	2101	1.0
18	1591	1.0
18	2104	1.0
18	57	1.0
18	1082	1.0
18	60	1.0
18	2485	1.0
18	2115	1.0
18	68	1.0
18	439	-1.0
18	5709	-1.0
18	4686	1.0
18	1615	1.0
18	1616	1.0
18	1620	-1.0
18	3669	1.0
18	1622	1.0
18	2135	1.0
18	5431	-1.0
18	1627	1.0
18	93	1.0
18	5218	-1.0
18	2149	1.0
18	2150	1.0
18	1639	1.0
18	3176	1.0
18	3379	1.0
18	3180	1.0
18	2669	1.0
18	627	1.0
18	3632	-1.0
18	2683	1.0
18	2173	1.0
18	3198	1.0
18	1151	1.0
18	3200	1.0
18	1155	1.0
18	3862	1.0
18	3208	1.0
18	3214	1.0
18	1133	1.0
18	3218	1.0
18	2708	1.0
18	2203	1.0
18	1050	1.0
18	1699	1.0
18	3238	1.0
18	2216	-1.0
18	2219	1.0
18	3245	1.0
18	176	1.0
18	3251	1.0
18	2235	1.0
18	188	1.0
18	3121	1.0
18	2238	1.0
18	1215	1.0
18	2240	1.0
18	1226	1.0
18	3276	1.0
18	205	1.0
18	2256	1.0
18	4046	1.0
18	4314	1.0
18	734	1.0
18	1659	1.0
18	4327	-1.0
18	3307	1.0
18	3946	-1.0
18	5359	-1.0
18	1778	1.0
18	979	1.0
18	1271	1.0
18	4349	1.0
18	256	1.0
18	260	1.0
18	2821	1.0
18	2828	1.0
18	3346	1.0
18	278	1.0
18	900	1.0
18	5404	-1.0
18	4894	1.0
18	1312	1.0
18	289	1.0
18	807	1.0
18	296	1.0
18	810	1.0
18	436	1.0
18	813	1.0
18	1843	1.0
18	308	1.0
18	4407	1.0
18	2872	1.0
18	4660	1.0
18	2877	1.0
18	328	1.0
18	2890	1.0
18	3639	1.0
18	2380	1.0
18	846	1.0
18	1361	1.0
18	5458	-1.0
18	5459	-1.0
18	854	1.0
18	344	1.0
18	859	1.0
18	1885	1.0
18	5520	1.0
18	3942	1.0
18	4970	1.0
18	3947	1.0
18	365	1.0
18	2416	1.0
18	882	1.0
18	375	1.0
18	3647	1.0
18	4478	1.0
18	1408	1.0
18	388	1.0
18	1416	1.0
18	2956	1.0
18	398	1.0
18	399	1.0
18	2448	1.0
18	1940	1.0
18	3477	1.0
18	1436	1.0
18	926	1.0
18	928	1.0
18	3492	1.0
18	421	1.0
18	4010	1.0
18	2475	1.0
18	3500	1.0
18	2482	1.0
18	2996	1.0
18	949	1.0
18	2999	1.0
18	441	1.0
18	3002	-1.0
18	961	1.0
18	1476	1.0
18	5574	-1.0
18	455	1.0
18	1356	1.0
18	5581	1.0
18	3022	1.0
18	3023	1.0
18	2723	1.0
18	1492	-1.0
18	2520	1.0
18	1497	1.0
18	2522	1.0
18	3663	1.0
18	3037	1.0
18	1504	1.0
18	996	1.0
18	2214	1.0
18	1512	1.0
18	3049	1.0
18	1006	1.0
18	3057	1.0
18	3058	1.0
18	1012	1.0
18	3065	1.0
18	3583	1.0
18	2556	1.0
18	5117	-1.0
18	1466	1.0
19	1	1.0
19	322	1.0
19	3	1.0
19	5	1.0
19	134	1.0
19	328	1.0
19	9	1.0
19	599	1.0
19	11	1.0
19	399	1.0
19	464	1.0
19	147	1.0
19	660	1.0
19	279	1.0
19	36	1.0
19	236	1.0
19	239	1.0
19	515	1.0
19	8	1.0
19	629	1.0
19	504	1.0
19	830	1.0
20	1	1.0
21	1	1.0
21	3	1.0
21	5	1.0
21	705	1.0
21	8	1.0
21	9	1.0
21	215	1.0
21	12	1.0
21	2114	1.0
21	526	1.0
21	660	1.0
21	1302	-1.0
21	279	1.0
21	281	1.0
21	239	1.0
21	414	1.0
21	36	1.0
21	1190	1.0
21	220	1.0
21	1203	1.0
21	564	1.0
21	441	1.0
21	65	-1.0
21	317	1.0
21	830	1.0
21	1141	1.0
21	961	1.0
21	322	1.0
21	963	1.0
21	1863	1.0
21	525	1.0
21	1491	1.0
21	212	1.0
21	597	1.0
21	1622	1.0
21	599	1.0
21	217	-1.0
21	574	1.0
21	732	1.0
21	93	1.0
21	1119	1.0
21	742	1.0
21	236	1.0
21	1006	1.0
21	111	1.0
21	497	1.0
21	2292	1.0
21	629	1.0
21	504	1.0
22	256	1.0
22	1	1.0
22	515	1.0
22	1030	1.0
22	4097	1.0
22	8	1.0
22	4126	1.0
22	599	1.0
22	12	1.0
22	525	1.0
22	4110	-1.0
22	4888	1.0
22	1822	-1.0
22	287	1.0
22	3361	1.0
22	805	1.0
22	5670	1.0
22	40	1.0
22	810	1.0
22	1031	1.0
22	49	1.0
22	564	1.0
22	2104	-1.0
22	57	1.0
22	3130	1.0
22	571	1.0
22	1340	1.0
22	4533	1.0
22	320	-1.0
22	1760	1.0
22	343	1.0
22	3248	-1.0
22	97	1.0
22	328	1.0
22	1119	1.0
22	1870	1.0
22	2895	1.0
22	4195	1.0
22	2135	1.0
22	601	1.0
22	2908	-1.0
22	4703	1.0
22	353	1.0
22	1123	1.0
22	359	1.0
22	2410	1.0
22	6252	1.0
22	3182	1.0
22	369	1.0
22	2676	1.0
22	374	1.0
22	375	1.0
22	379	1.0
22	2428	1.0
22	5761	1.0
22	2178	-1.0
22	134	1.0
22	3207	1.0
22	398	-1.0
22	4239	1.0
22	2448	1.0
22	1176	1.0
22	147	1.0
22	5230	-1.0
22	152	1.0
22	153	-1.0
22	1263	1.0
22	5535	1.0
22	417	-1.0
22	1179	1.0
22	5540	1.0
22	4261	-1.0
22	1787	-1.0
22	4265	1.0
22	426	1.0
22	4269	1.0
22	176	1.0
22	2291	-1.0
22	436	1.0
22	2590	1.0
22	2999	1.0
22	440	1.0
22	3260	1.0
22	189	1.0
22	959	1.0
22	704	1.0
22	4801	1.0
22	713	1.0
22	4301	1.0
22	3023	1.0
22	464	1.0
22	504	1.0
22	3027	1.0
22	220	1.0
22	5853	-1.0
22	2341	1.0
22	5344	1.0
22	1659	-1.0
22	486	1.0
22	6751	1.0
22	4330	1.0
22	3307	1.0
22	236	1.0
22	1006	1.0
22	3567	1.0
22	2544	1.0
22	497	1.0
22	1778	-1.0
22	4595	1.0
22	3832	1.0
22	2810	-1.0
22	2299	1.0
22	3583	-1.0
23	1	1.0
23	504	1.0
23	353	1.0
23	8	1.0
23	571	-1.0
23	604	1.0
24	1	1.0
24	1795	-1.0
24	1157	1.0
24	134	1.0
24	1801	1.0
24	535	1.0
24	526	1.0
24	657	-1.0
24	274	-1.0
24	915	-1.0
24	404	1.0
24	279	1.0
24	156	1.0
24	803	1.0
24	805	1.0
24	1190	-1.0
24	40	-1.0
24	1454	1.0
24	189	1.0
24	690	-1.0
24	1203	-1.0
24	6	1.0
24	571	-1.0
24	316	1.0
24	829	-1.0
24	574	1.0
24	961	1.0
24	76	1.0
24	975	1.0
24	464	1.0
24	212	1.0
24	597	1.0
24	598	1.0
24	600	1.0
24	857	-1.0
24	347	-1.0
24	353	1.0
24	100	1.0
24	2023	-1.0
24	956	1.0
24	364	1.0
24	111	1.0
24	112	1.0
24	2035	-1.0
24	2025	-1.0
24	504	1.0
24	379	1.0
24	126	1.0
25	328	1.0
25	1	1.0
25	109	1.0
26	1	1.0
26	66	1.0
26	515	1.0
26	100	1.0
26	134	1.0
26	781	-1.0
26	399	1.0
26	464	1.0
26	274	1.0
26	659	-1.0
26	504	1.0
26	571	-1.0
27	1024	1.0
27	1	1.0
27	3	1.0
27	1540	1.0
27	5	1.0
27	2054	1.0
27	1543	1.0
27	8	1.0
27	9	1.0
27	2058	-1.0
27	11	1.0
27	12	1.0
27	525	1.0
27	526	1.0
27	1551	1.0
27	375	-1.0
27	529	1.0
27	1043	1.0
27	538	1.0
27	1967	-1.0
27	544	1.0
27	545	-1.0
27	191	1.0
27	36	-1.0
27	37	1.0
27	40	-1.0
27	41	1.0
27	2090	-1.0
27	2091	-1.0
27	2605	1.0
27	1582	1.0
27	2404	1.0
27	1074	1.0
27	564	1.0
27	2101	1.0
27	2104	-1.0
27	1592	1.0
27	1593	1.0
27	1594	1.0
27	571	1.0
27	574	1.0
27	1087	-1.0
27	576	1.0
27	2114	1.0
27	579	1.0
27	2060	-1.0
27	76	1.0
27	2061	1.0
27	80	1.0
27	1621	1.0
27	598	1.0
27	599	1.0
27	600	1.0
27	601	1.0
27	1627	1.0
27	604	1.0
27	93	1.0
27	97	-1.0
27	610	1.0
27	1123	1.0
27	100	1.0
27	2149	1.0
27	104	1.0
27	1129	1.0
27	2155	1.0
27	109	1.0
27	111	1.0
27	515	1.0
27	627	1.0
27	629	1.0
27	1654	-1.0
27	119	-1.0
27	2168	1.0
27	121	1.0
27	2135	1.0
27	635	1.0
27	1148	-1.0
27	2173	-1.0
27	126	-1.0
27	639	1.0
27	2178	-1.0
27	134	1.0
27	135	1.0
27	2697	1.0
27	1215	1.0
27	654	1.0
27	1645	-1.0
27	146	1.0
27	147	1.0
27	662	1.0
27	152	1.0
27	153	1.0
27	156	1.0
27	1182	-1.0
27	160	1.0
27	1698	1.0
27	1659	1.0
27	165	1.0
27	1190	-1.0
27	167	1.0
27	168	-1.0
27	2299	-1.0
27	500	1.0
27	690	1.0
27	1203	1.0
27	1822	1.0
27	2745	-1.0
27	186	1.0
27	189	1.0
27	1726	1.0
27	1141	1.0
27	704	1.0
27	195	1.0
27	2245	1.0
27	2593	1.0
27	713	1.0
27	1227	-1.0
27	723	-1.0
27	212	-1.0
27	1751	1.0
27	2084	-1.0
27	2779	-1.0
27	1756	1.0
27	1245	1.0
27	734	1.0
27	293	1.0
27	1403	1.0
27	229	-1.0
27	742	1.0
27	745	1.0
27	234	1.0
27	235	1.0
27	236	1.0
27	1263	1.0
27	1116	1.0
27	2088	1.0
27	2771	-1.0
27	1038	1.0
27	1271	1.0
27	1151	1.0
27	1790	1.0
27	1579	1.0
27	2822	-1.0
27	1801	1.0
27	1064	1.0
27	268	1.0
27	781	-1.0
27	1299	1.0
27	1300	1.0
27	279	1.0
27	2328	-1.0
27	281	-1.0
27	1818	1.0
27	2331	-1.0
27	285	1.0
27	2334	1.0
27	803	1.0
27	805	1.0
27	807	1.0
27	300	1.0
27	2782	-1.0
27	312	1.0
27	2873	-1.0
27	827	1.0
27	317	1.0
27	2016	1.0
27	322	1.0
27	2373	-1.0
27	2886	-1.0
27	327	1.0
27	328	1.0
27	1353	-1.0
27	1870	1.0
27	1361	1.0
27	57	1.0
27	1368	-1.0
27	2911	-1.0
27	353	1.0
27	2115	1.0
27	2107	-1.0
27	1380	-1.0
27	998	1.0
27	870	1.0
27	2923	-1.0
27	1388	-1.0
27	365	1.0
27	1390	1.0
27	829	-1.0
27	882	1.0
27	2793	-1.0
27	217	-1.0
27	379	1.0
27	2428	1.0
27	2794	-1.0
27	1622	1.0
27	2944	-1.0
27	1409	-1.0
27	387	-1.0
27	1417	1.0
27	190	-1.0
27	398	1.0
27	399	1.0
27	912	-1.0
27	915	1.0
27	1949	1.0
27	926	1.0
27	1962	-1.0
27	1863	-1.0
27	2478	-1.0
27	431	-1.0
27	436	1.0
27	439	1.0
27	441	1.0
27	956	1.0
27	446	1.0
27	961	1.0
27	1482	1.0
27	975	1.0
27	464	1.0
27	1491	1.0
27	1615	1.0
27	2013	-1.0
27	1189	-1.0
27	1504	1.0
27	1275	-1.0
27	2021	-1.0
27	486	1.0
27	2023	-1.0
27	1512	1.0
27	1513	1.0
27	2540	1.0
27	1006	1.0
27	1636	1.0
27	2546	-1.0
27	1012	1.0
27	504	1.0
27	2556	1.0
27	426	1.0
27	2558	1.0
28	4096	-1.0
28	1	1.0
28	3074	1.0
28	3	-1.0
28	260	1.0
28	5	-1.0
28	2054	1.0
28	1543	1.0
28	9	-1.0
28	2059	1.0
28	12	1.0
28	2061	-1.0
28	1038	1.0
28	1551	1.0
28	3346	1.0
28	1795	-1.0
28	535	1.0
28	281	1.0
